epoch,acc,loss,val_acc,val_loss
0,0.663333333333,1.11636958472,0.981333333333,0.0779263644964
1,0.883833333333,0.370283399964,0.988,0.056462257492
2,0.909,0.272035171378,0.990666666667,0.0587466541827
